Streamflow Gauge Comparison
"Scenario: Reference, Streamflow Gauge: Foz Rio Urubu Regionalizado 2"
Cubic Meters per Second
Statistic;Modeled;Observed
28/10/2020;5.75683;4.17826
29/10/2020;5.73715;4.20399
30/10/2020;13.289;0
31/10/2020;5.98907;4.3507
01/11/2020;13.1233;4.50506
02/11/2020;16.6388;5.1406
03/11/2020;14.233;5.88947
04/11/2020;14.4525;6.57577
05/11/2020;14.9417;7.47692
06/11/2020;15.7174;8.99622
07/11/2020;15.0881;11.7609
08/11/2020;15.1616;14.5818
09/11/2020;15.0019;16.2402
10/11/2020;14.8459;16.5941
11/11/2020;14.6942;15.8494
12/11/2020;14.8154;14.4442
13/11/2020;14.5219;12.8831
14/11/2020;14.3954;11.5272
15/11/2020;15.5994;10.5447
16/11/2020;21.1772;10.058
17/11/2020;14.2401;9.51146
18/11/2020;15.4302;8.64995
19/11/2020;15.7322;8.25013
20/11/2020;14.7014;8.29046
21/11/2020;15.1664;8.5526
22/11/2020;15.4836;8.93851
23/11/2020;15.0074;10.2332
24/11/2020;14.7457;11.95
25/11/2020;14.6123;13.8225
26/11/2020;14.4805;16.1978
27/11/2020;14.3587;18.4458
28/11/2020;14.2398;19.42
29/11/2020;14.1238;19.2329
30/11/2020;14.0142;18.3985
01/12/2020;13.9001;18.5323
02/12/2020;13.7484;16.4252
03/12/2020;14.6727;14.0575
04/12/2020;17.2751;12.0023
05/12/2020;13.8971;11.139
06/12/2020;17.596;8.88135
07/12/2020;15.6748;9.22369
08/12/2020;15.5479;9.5725
09/12/2020;16.1436;8.82288
10/12/2020;15.323;8.20896
11/12/2020;17.2079;8.24328
12/12/2020;17.7988;7.82847
13/12/2020;15.0729;7.92735
14/12/2020;14.9187;9.19532
15/12/2020;15.198;11.483
16/12/2020;15.0352;12.6213
17/12/2020;14.993;12.0854
18/12/2020;21.6289;12.4833
19/12/2020;15.6735;11.7117
20/12/2020;27.1684;11.3154
21/12/2020;18.4006;10.0917
22/12/2020;19.0463;10.4005
23/12/2020;34.445;7.34338
24/12/2020;19.5223;8.32175
25/12/2020;28.076;10.2592
26/12/2020;36.9534;10.866
27/12/2020;30.204;11.6495
28/12/2020;23.8446;12.2789
29/12/2020;20.4178;14.4595
30/12/2020;20.2268;16.3369
31/12/2020;20.0513;17.1441
01/01/2021;18.6384;17.238
02/01/2021;27.7415;17.1831
03/01/2021;20.999;16.3846
04/01/2021;18.8529;16.5074
05/01/2021;18.5283;17.0448
06/01/2021;17.8416;15.1565
07/01/2021;31.3854;13.2011
08/01/2021;17.2966;12.1656
09/01/2021;24.6665;13.6648
10/01/2021;18.7463;13.0129
11/01/2021;19.0574;10.1099
12/01/2021;18.7566;0
13/01/2021;17.9795;8.82033
14/01/2021;26.637;8.95315
15/01/2021;19.1639;11.7003
16/01/2021;38.0006;9.35172
17/01/2021;21.1591;8.8947
18/01/2021;21.5074;9.72098
19/01/2021;21.9137;11.9984
20/01/2021;23.3988;11.8612
21/01/2021;25.5354;11.4801
22/01/2021;20.4191;10.2365
23/01/2021;23.283;12.026
24/01/2021;18.6989;12.8649
25/01/2021;21.4317;13.5171
26/01/2021;20.8974;15.9331
27/01/2021;21.0638;16.8023
28/01/2021;21.1598;15.3244
29/01/2021;19.79;14.2253
30/01/2021;19.0681;12.8703
31/01/2021;21.2101;10.6219
01/02/2021;55.5238;11.2777
02/02/2021;53.6241;1.79254
03/02/2021;55.3057;9.70153
04/02/2021;52.6083;9.82278
05/02/2021;53.4157;7.09282
06/02/2021;75.4185;7.34962
07/02/2021;58.1448;8.84924
08/02/2021;63.6394;10.4187
09/02/2021;60.3742;13.0771
10/02/2021;63.1047;18.0085
11/02/2021;63.35;23.4978
12/02/2021;85.1312;30.2589
13/02/2021;77.2431;35.1496
14/02/2021;69.8267;40.863
15/02/2021;89.2787;47.3093
16/02/2021;72.0809;51.2204
17/02/2021;120.693;54.0444
18/02/2021;99.2043;67.213
19/02/2021;98.6118;77.1039
20/02/2021;83.5573;83.1687
21/02/2021;115.63;91.6468
22/02/2021;89.5688;98.2957
23/02/2021;93.631;107.446
24/02/2021;90.1438;112.992
25/02/2021;103.768;122.601
26/02/2021;93.9905;126.917
27/02/2021;98.8515;131.722
28/02/2021;98.9465;137.219
01/03/2021;152.698;142.612
02/03/2021;137.464;147.849
03/03/2021;139.037;153.076
04/03/2021;139.127;158.205
05/03/2021;139.424;160.595
06/03/2021;167.375;162.423
07/03/2021;143.067;165.81
08/03/2021;148.786;166.844
09/03/2021;144.517;167.195
10/03/2021;140.254;169.218
11/03/2021;156.971;173.273
12/03/2021;148.634;171.676
13/03/2021;148.719;165.867
14/03/2021;150.728;174.276
15/03/2021;150.702;174.49
16/03/2021;149.653;166.231
17/03/2021;166.345;166.6
18/03/2021;155.833;160.68
19/03/2021;160.008;162.142
20/03/2021;152.526;148.014
21/03/2021;159.131;146.84
22/03/2021;152.762;142.106
23/03/2021;149.687;131.552
24/03/2021;145.083;130.808
25/03/2021;144.846;134.539
26/03/2021;141.293;122.697
27/03/2021;140.163;111.665
28/03/2021;139.075;98.9781
29/03/2021;138.281;101.517
30/03/2021;131.176;92.3676
31/03/2021;132.126;89.8035
01/04/2021;132.492;84.4673
02/04/2021;145.894;77.9935
03/04/2021;130.356;75.4579
04/04/2021;127.534;70.6902
05/04/2021;138.307;70.8035
06/04/2021;127.63;69.3634
07/04/2021;125.215;67.0703
08/04/2021;143.128;65.82
09/04/2021;128.584;64.6215
10/04/2021;123.87;62.9581
11/04/2021;121.15;61.3272
12/04/2021;122.448;60.178
13/04/2021;124.948;60.0387
14/04/2021;125.175;58.3801
15/04/2021;123.782;58.6732
16/04/2021;121.323;58.0534
17/04/2021;128.167;56.058
18/04/2021;120.12;53.7736
19/04/2021;127.695;53.181
20/04/2021;125.683;53.1225
21/04/2021;123.022;51.1904
22/04/2021;121.864;50.6
23/04/2021;120.187;51.0861
24/04/2021;120.57;51.6702
25/04/2021;124.429;52.2286
26/04/2021;121.246;51.1669
27/04/2021;127.345;49.6037
28/04/2021;120.346;48.834
29/04/2021;124.331;47.9954
30/04/2021;119.571;47.752
01/05/2021;113.53;47.6741
02/05/2021;112.248;46.9002
03/05/2021;110.464;45.7058
04/05/2021;108.727;45.2281
05/05/2021;106.281;44.2111
06/05/2021;104.865;42.5814
07/05/2021;103.914;41.0457
08/05/2021;102.592;40.148
09/05/2021;101.065;38.3828
10/05/2021;99.6543;36.0722
11/05/2021;98.775;34.0712
12/05/2021;96.5494;31.9493
13/05/2021;95.3589;32.4508
14/05/2021;94.5191;31.6992
15/05/2021;93.0144;30.0032
16/05/2021;90.2158;28.6548
17/05/2021;88.3856;26.9133
18/05/2021;88.5952;23.6027
19/05/2021;86.5185;22.7833
20/05/2021;87.1894;21.2849
21/05/2021;84.8168;20.6254
22/05/2021;83.6986;17.6886
23/05/2021;83.0315;16.0618
24/05/2021;82.3919;16.8729
25/05/2021;81.1546;14.2453
26/05/2021;78.9909;11.4451
27/05/2021;76.0391;0
28/05/2021;76.2965;11.3965
29/05/2021;74.714;11.2617
30/05/2021;74.5387;8.843
31/05/2021;68.0855;9.7294
01/06/2021;32.8477;7.83777
02/06/2021;31.5604;5.87226
03/06/2021;29.9933;5.29929
04/06/2021;28.5091;3.56863
05/06/2021;29.8094;2.94226
06/06/2021;28.9899;0
07/06/2021;30.39;2.88525
08/06/2021;28.8284;5.21506
09/06/2021;30.1402;5.46087
10/06/2021;27.804;3.78806
11/06/2021;28.196;4.74227
12/06/2021;27.3031;0
13/06/2021;29.3847;0
14/06/2021;28.7158;1.80918
15/06/2021;27.7083;3.16492
16/06/2021;26.4536;1.01818
17/06/2021;25.5718;2.68603
18/06/2021;25.3235;3.02052
19/06/2021;25.0332;0
20/06/2021;24.7815;0
21/06/2021;25.3014;1.40935
22/06/2021;24.9731;2.42825
23/06/2021;25.1506;2.59713
24/06/2021;24.2749;0.900964
25/06/2021;24.1947;0.797758
26/06/2021;24.0084;0
27/06/2021;23.9333;0
28/06/2021;24.7582;0
29/06/2021;22.799;0
30/06/2021;22.4995;0
