01/05/2020;769.8598825;772.1349896;766.7553975;767.6649937;772.1309112;769.2504885;770.6094444;770.8615689;770.9742314;770.1024341;768.2283202;767.3994921;770.3283456;772.1349896;769.2855247;772.1349896;771.1318801;770.143523;769.1102982;771.2812544;769.1783408;770.2030907;772.1349896;770.0695585;767.1171105;770.3796628;769.6171131;771.0254262;769.8660518;772.0921629;771.8330185;771.7064167;769.0360504;772.1349896;767.4617424;770.9455582;770.5889361;770.4514906;770.2236283;772.1145968;769.2092636;771.2914825;772.1349896;769.7364677;769.7405824;768.399984;769.5450632;768.1558991;765.2995021;768.7698282;770.198983;772.1145968;771.7186711;768.8255708;770.7304115;770.5540685;770.2010369;771.0315689;770.3509264;768.8524058;766.4535997;767.9944337;770.2996037;771.4796104;767.6027902;768.1952158;772.1349896;772.1349896;767.036079;770.4166052;771.3426172;771.6921192;769.2525495;772.1268327;770.9865191;771.612448;769.9565181;771.7207134;770.3242398;772.1349896;771.8513912;772.0880838;770.5663752;772.1349896;765.316233;772.0982814;770.3755578;771.7043742;769.9955738;770.6832613;768.7656986;769.2731595;768.7078784;767.6255998;770.5458637;768.9865406;772.1349896;771.7533888;770.5027844;772.1064392
02/05/2020;765.2974106;763.1978221;766.5951744;765.5942341;767.2147316;759.9642134;766.873943;766.593093;765.083998;767.2147316;766.3577865;763.1514473;763.8062808;767.2147316;765.3245982;767.2147316;766.2327617;765.684053;761.9937178;765.3831466;767.2147316;762.6935962;765.9721075;765.2451192;767.2147316;766.3369531;764.075334;764.8368986;766.9113676;765.6506355;766.8489904;766.3056999;761.5826732;767.2147316;765.2764953;763.6211512;764.9918857;765.2430273;764.7761361;765.6548129;765.5775203;765.5169241;764.4574335;765.5043853;764.2559538;767.2022713;765.9512443;763.3200448;763.0692179;763.2989759;766.0972529;762.6133397;765.3078677;765.6109468;762.387226;765.3455098;767.2064248;763.5369594;764.2706501;766.0326017;765.2869531;764.5853791;766.6992262;767.2147316;767.1981177;765.6193028;764.2181597;767.1898104;761.4596621;764.3126352;763.8840815;767.2022713;760.7416882;767.2105782;766.9404721;765.5545371;765.4793059;766.0138291;766.3702858;763.1704198;764.3525149;766.8198761;765.8949056;764.1425555;767.2001945;765.0693459;765.2576701;764.7866134;767.2147316;764.6168318;767.2147316;765.0986494;764.6294119;765.5566266;760.7225444;767.2022713;765.3956911;766.7200317;759.8276583;765.2011866
03/05/2020;760.8820342;758.9255167;762.4950234;762.0445253;762.1461115;758.9126683;761.593275;757.2199157;758.3295653;760.7501961;758.2415619;759.1652414;761.9047818;762.4950234;761.2814087;760.5225176;759.9428813;762.1905435;760.6033974;760.8054909;762.4950234;759.5415225;760.1731798;761.3026355;760.4309666;761.8687755;761.8730118;762.4950234;760.6225495;760.7310529;761.8920742;759.9471478;762.0043035;759.535113;755.3668243;760.1241512;760.5352897;762.4950234;760.2094126;760.6927626;762.4760035;762.4738901;759.3833772;759.0625283;762.0762751;762.4950234;762.4950234;762.4950234;761.2474423;760.6587222;757.4869918;757.0754985;762.4929101;760.0729814;760.2051502;759.5906569;761.3090032;757.7452016;761.3005129;762.4675497;759.3983408;758.3145424;756.971988;758.9319407;758.7777233;759.9194139;759.957814;759.2272783;760.8799083;760.9968086;762.4950234;757.2112959;762.4950234;762.4950234;761.7331796;761.2601802;762.2053526;757.15095;762.1037886;759.2336951;762.4612092;762.4738901;761.1476415;762.1376475;759.0111571;760.8054909;762.4950234;761.7713228;759.2914394;760.8607743;760.8990409;760.4352255;760.5757307;760.0793782;758.6084112;759.0539671;759.4346777;760.00474;761.75649;760.6906352
04/05/2020;757.5042135;756.6741743;756.8166479;755.9909853;757.9107563;756.3284716;757.9451446;757.9515919;754.3037382;754.7129452;757.5773933;756.0515908;751.0582953;756.0689042;754.2993816;755.2865323;756.1619445;757.611824;752.6935578;754.604174;756.2549528;754.6629158;756.1532909;757.5967611;752.0880819;756.0104671;757.4267074;752.6278109;756.7756404;754.6281074;755.6097249;754.0291353;757.2436186;755.9173746;756.3414435;754.4692369;757.9451446;754.8760199;754.6998949;756.7259915;750.4557694;756.2203488;755.570702;754.0967222;757.9515919;754.153395;752.4655667;757.9515919;755.9715021;756.2052082;757.9515919;756.7281504;755.8892241;757.9515919;754.4387579;755.6010536;754.2078768;756.2073712;756.1186739;754.9694717;755.8199179;753.6232584;756.6525808;756.5467479;757.4611573;755.4883019;755.0737519;754.0945422;756.1035276;756.6784927;757.9515919;756.4387124;756.5964297;755.9715021;757.0474683;754.549772;756.293877;756.2333258;754.1250601;755.4102154;756.6374643;756.1597811;757.3707169;757.9515919;757.032374;755.9303662;756.7130381;756.7044022;750.3784252;757.568785;757.2177608;757.3448713;754.3473003;754.8825408;756.58995;755.3407863;756.2290002;757.4783806;756.2030452;754.3690787
05/05/2020;753.170839;751.8551831;752.496269;750.7781664;751.9057348;751.6044829;746.3840461;751.3579542;753.1642766;749.3886786;748.7157095;749.5882481;749.1423398;752.4370543;752.5379309;750.948043;753.170839;752.8731845;753.1620892;752.6015076;747.6238509;750.0843154;751.2742594;751.3755708;749.1467803;753.170839;751.9145255;749.73229;751.0230194;748.9713241;753.170839;747.7376992;751.1332411;751.8573812;749.9515295;752.7417621;749.4330401;749.834181;749.20894;750.85319;751.320515;750.7605108;751.3535498;751.5428718;750.1042277;749.625928;751.2324023;752.6913665;749.7057034;750.7516825;752.7198521;752.5181971;751.0560907;751.212573;747.6461779;751.2103696;747.8738078;753.170839;752.3383342;752.1056511;748.7512877;751.4834478;751.4218091;750.1418358;751.5758795;750.7406468;753.1664641;752.5203898;753.170839;749.4419115;751.3865806;751.4614356;753.1511514;751.4019936;751.3425386;752.2022609;748.8713298;748.2260328;753.1445886;751.1178128;752.7877672;751.8419942;750.3673743;751.432817;747.8604231;752.6058917;749.9360336;752.4458277;753.1686516;748.455401;751.4658381;751.320515;750.1927089;753.170839;751.3931863;751.2852733;753.170839;749.3576212;753.170839;750.8200939
06/05/2020;746.1731165;748.2282606;747.2082326;747.8827305;748.5154944;740.8456571;748.2527653;746.4692688;746.7202952;746.6934106;743.5927789;746.5656725;744.0728167;746.8009328;748.1369053;748.5288467;743.9076169;746.2561616;744.0615049;747.9228793;747.7243078;747.1545579;748.5154944;748.5199452;747.3066087;746.8636342;746.1012732;746.0653443;744.6874682;746.2224978;743.1232386;746.81437;743.7627011;746.744937;746.3077714;745.8451759;748.5288467;747.1187688;745.0844403;748.0678113;742.9483703;744.3464188;746.8434818;748.2037537;748.5288467;746.8770684;745.4358151;748.5110435;745.4673264;748.014307;742.5709963;748.5288467;748.1257623;745.6833051;746.3122588;745.8609081;746.0316567;747.7912583;748.0945594;746.5970524;747.1567945;746.5365308;748.0566654;747.6193853;744.470692;746.8322853;748.2438548;745.3772843;746.1641372;748.5288467;746.8054119;748.5288467;741.9811473;746.2539175;747.2618967;746.7942139;744.2853911;745.6135808;746.4916913;742.8779369;744.5587783;746.8031723;748.2416271;744.9829972;748.5221706;748.5288467;746.3100151;745.7125389;747.3758976;748.5288467;744.588134;748.5288467;745.3727814;746.399747;745.6000837;746.6306696;748.5199452;748.2082097;743.567848;742.7552025
07/05/2020;739.4937693;737.3870905;740.4240614;744.3441588;742.2158747;739.3464667;743.9755195;737.9407595;738.490987;739.0170472;744.3577188;741.5887205;737.1156335;742.0039453;743.8261113;741.746216;740.9326439;742.3525151;744.3531989;744.3577188;742.5891951;741.8055383;744.3328583;743.0051582;743.2094956;742.5755461;740.449284;743.9257259;739.5213796;742.5618964;744.3396387;739.4914683;744.3418988;741.9902668;741.1637096;743.8125247;743.7762902;742.4549501;740.8273405;740.254321;742.457226;744.3577188;743.7060722;741.705139;742.5869203;742.5004644;740.7449005;741.1774301;741.7941312;739.4086198;739.1253622;742.3980466;744.3486789;744.0230411;740.0247726;742.407152;743.0778292;739.7168718;742.9392832;739.7812383;739.397111;744.3577188;739.7858353;739.0262672;740.9829919;744.3577188;737.8782679;744.3577188;743.631304;744.328338;743.9076169;736.3671357;741.6845982;739.1691369;742.9438268;742.6028433;744.3577188;742.5027399;740.6876358;739.5880928;743.7536413;740.8525255;744.3577188;744.3577188;740.8571043;742.5618964;741.1751434;742.5960193;744.3441588;744.3577188;738.5417918;742.0540942;743.9642036;740.3781961;740.9417988;739.1484024;744.3577188;739.7973275;741.9264243;742.2637067
08/05/2020;736.9321876;739.553588;739.307326;738.4147618;737.9615868;740.2199012;739.4362388;738.4078311;732.5837918;737.5447352;734.1044295;739.8203104;739.2589678;739.7996259;739.7099745;738.3570011;736.3042792;739.6340923;736.1598866;738.2807381;740.2336696;735.6328984;738.8256613;740.222196;738.6479893;740.2336696;738.9478872;736.6230669;738.2599354;736.2483945;735.7775727;738.363933;736.671899;734.7866375;736.8834026;738.9225241;735.7495773;736.2786668;733.1473783;740.2336696;734.139637;738.9732479;739.9145201;740.2290802;739.8340993;740.1946572;734.4469209;738.3754859;739.8754615;738.4471024;738.8879342;739.010132;739.6823834;738.1558977;737.8018697;736.567248;738.3870382;738.5602639;737.5586406;736.2786668;738.0749518;739.0354868;733.8273038;737.7717675;737.9153017;737.5447352;740.2336696;738.1512729;738.2992281;737.0041876;736.9716738;736.2367504;737.0134765;736.1179518;739.6570892;739.5190788;740.2336696;736.3531689;740.2336696;733.0625617;737.551688;734.5055232;740.2176064;740.2336696;736.4206687;736.4067046;740.2084269;738.4586516;733.7591532;736.6370198;740.1785916;738.4309325;733.5099044;736.6649235;740.2336696;737.0157986;740.2153115;738.3107837;735.7239122;740.2153115
09/05/2020;732.9965749;735.3503269;735.5231743;734.547709;726.6338945;735.0534255;733.7121427;731.585794;732.7466216;734.1889197;731.4649329;736.0107553;735.9478158;733.7168441;734.6578297;734.7327799;733.8437514;734.2733836;734.2100382;735.5558627;731.5881633;731.5004859;736.0457153;734.2569621;733.5216666;735.3807;736.0457153;735.3035924;731.981177;733.643963;734.2522701;736.0457153;733.9752961;732.2460204;736.0457153;736.0410543;732.6970751;736.0457153;733.9212766;736.0457153;734.2217699;734.2921498;734.2757294;736.0457153;736.0317319;733.4157885;732.6805575;734.0457401;732.7725709;734.071565;732.3074647;730.0079852;736.0363931;736.0410543;736.0457153;732.196382;734.9107032;736.0363931;735.7239122;736.0457153;735.3433172;735.6025536;732.0710636;733.2980975;734.7889789;732.7442624;735.6562382;732.9400019;733.5498938;729.3876503;732.3547202;735.3713548;730.9168254;736.0457153;734.2335012;733.6909853;730.1866637;733.8202546;734.6390889;730.8740691;734.6367462;731.2562611;733.8038055;733.4157885;733.5475416;730.5103664;735.7285788;734.6039465;734.2170773;734.1138186;734.1912663;733.7003888;734.7889789;734.7819546;732.57671;731.0498021;736.0457153;734.730438;732.0616033;728.6605253
10/05/2020;725.6015291;725.2670392;730.110442;730.1032951;730.2271478;731.5692084;729.4497479;726.1290842;729.0410748;729.9102577;731.5052259;731.4981158;732.0639684;731.7539616;731.5905325;732.0639684;731.7563294;730.110442;726.3731533;731.7066011;727.3063139;725.787985;728.7180011;732.0426816;732.0497774;726.8124054;729.0195486;727.1979722;732.0639684;731.5502522;728.1498915;730.0699405;729.943632;729.32076;730.248578;729.4187009;730.2414348;727.3448249;732.0403163;727.8113348;728.1978794;731.6616008;732.0639684;730.1533194;730.2366725;732.0592382;729.1606338;728.7156065;726.9136699;731.611855;726.9787485;732.0592382;726.3514135;729.9126417;730.1604649;729.9269454;727.9746633;723.1951529;730.3057171;727.9074223;731.0521761;730.6268996;730.0151346;728.7658883;732.0639684;731.3226742;729.5261561;731.2467722;729.6574323;732.0497774;730.6910903;730.6601856;732.0497774;730.2771491;729.2227836;732.0545078;732.0497774;730.1747555;732.0639684;730.1985714;727.5974173;728.8544571;728.5742887;728.65334;731.7586972;730.8598154;732.0639684;725.3519127;731.7042328;728.9334265;728.2290669;731.7634328;731.3535032;730.6459207;729.7743338;727.7728902;732.056873;729.5739003;728.0538901;729.5142188
