Streamflow Gauge Comparison
"Scenario: MySimulation170, Streamflow Gauge: Foz Rio Urubu Regionalizado 2"
Cubic Meters per Second
Statistic;Modeled;Observed
16/10/2020;5.84519;4.19269
17/10/2020;5.81496;4.27074
18/10/2020;5.96305;4.23319
19/10/2020;5.86278;4.20329
20/10/2020;5.76823;4.22554
21/10/2020;5.7371;4.20607
22/10/2020;5.74546;4.16227
23/10/2020;5.81217;4.07118
24/10/2020;5.662;4.07396
25/10/2020;5.79897;4.172
26/10/2020;5.68513;4.13376
27/10/2020;5.61375;4.19356
28/10/2020;5.59264;4.17826
29/10/2020;5.57273;4.20399
30/10/2020;13.1243;0
31/10/2020;5.82405;4.3507
01/11/2020;12.9579;4.50506
02/11/2020;16.473;5.1406
03/11/2020;14.0668;5.88947
04/11/2020;14.2859;6.57577
05/11/2020;14.7746;7.47692
06/11/2020;15.5498;8.99622
07/11/2020;14.92;11.7609
08/11/2020;14.9931;14.5818
09/11/2020;14.8329;16.2402
10/11/2020;14.6764;16.5941
11/11/2020;14.5242;15.8494
12/11/2020;14.645;14.4442
13/11/2020;14.351;12.8831
14/11/2020;14.2241;11.5272
15/11/2020;15.4277;10.5447
16/11/2020;21.0049;10.058
17/11/2020;14.0674;9.51146
18/11/2020;15.2569;8.64995
19/11/2020;15.5583;8.25013
20/11/2020;14.527;8.29046
21/11/2020;14.9914;8.5526
22/11/2020;15.3081;8.93851
23/11/2020;14.8313;10.2332
24/11/2020;14.5691;11.95
25/11/2020;14.4351;13.8225
26/11/2020;14.3028;16.1978
27/11/2020;14.1804;18.4458
28/11/2020;14.0609;19.42
29/11/2020;13.9444;19.2329
30/11/2020;13.8343;18.3985
01/12/2020;13.7197;18.5323
02/12/2020;13.5675;16.4252
03/12/2020;14.6546;14.0575
04/12/2020;17.1559;12.0023
05/12/2020;13.8289;11.139
06/12/2020;17.413;8.88135
07/12/2020;15.4911;9.22369
08/12/2020;15.3636;9.5725
09/12/2020;15.9587;8.82288
10/12/2020;15.3147;8.20896
11/12/2020;17.1985;8.24328
12/12/2020;17.7872;7.82847
13/12/2020;15.0599;7.92735
14/12/2020;14.9039;9.19532
15/12/2020;15.0422;11.483
16/12/2020;14.8456;12.6213
17/12/2020;14.8028;12.0854
18/12/2020;21.438;12.4833
19/12/2020;15.4819;11.7117
20/12/2020;26.9761;11.3154
21/12/2020;18.2074;10.0917
22/12/2020;18.8522;10.4005
23/12/2020;34.25;7.34338
24/12/2020;19.3262;8.32175
25/12/2020;27.8788;10.2592
26/12/2020;36.9336;10.866
27/12/2020;30.184;11.6495
28/12/2020;23.6434;12.2789
29/12/2020;20.2151;14.4595
30/12/2020;20.0227;16.3369
31/12/2020;19.8458;17.1441
01/01/2021;17.8388;17.238
02/01/2021;26.937;17.1831
03/01/2021;20.179;16.3846
04/01/2021;18.0167;16.5074
05/01/2021;17.687;17.0448
06/01/2021;17.0021;15.1565
07/01/2021;30.534;13.2011
08/01/2021;16.4335;12.1656
09/01/2021;23.7979;13.6648
10/01/2021;17.8688;13.0129
11/01/2021;18.1765;10.1099
12/01/2021;17.8756;0
13/01/2021;17.0962;8.82033
14/01/2021;25.742;8.95315
15/01/2021;18.2489;11.7003
16/01/2021;37.0631;9.35172
17/01/2021;20.2078;8.8947
18/01/2021;20.554;9.72098
19/01/2021;20.9618;11.9984
20/01/2021;22.4439;11.8612
21/01/2021;24.5745;11.4801
22/01/2021;19.4535;10.2365
23/01/2021;22.2969;12.026
24/01/2021;17.6959;12.8649
25/01/2021;20.4296;13.5171
26/01/2021;19.8938;15.9331
27/01/2021;20.0604;16.8023
28/01/2021;20.1593;15.3244
29/01/2021;18.7925;14.2253
30/01/2021;18.0697;12.8703
31/01/2021;21.0142;10.6219
01/02/2021;51.1626;11.2777
02/02/2021;49.2916;1.79254
03/02/2021;50.9915;9.70153
04/02/2021;48.2966;9.82278
05/02/2021;49.1066;7.09282
06/02/2021;71.0433;7.34962
07/02/2021;53.6847;8.84924
08/02/2021;59.1587;10.4187
09/02/2021;55.8995;13.0771
10/02/2021;58.5326;18.0085
11/02/2021;58.6577;23.4978
12/02/2021;80.352;30.2589
13/02/2021;72.3386;35.1496
14/02/2021;64.8825;40.863
15/02/2021;84.2869;47.3093
16/02/2021;67.038;51.2204
17/02/2021;115.497;54.0444
18/02/2021;93.7293;67.213
19/02/2021;92.9736;77.1039
20/02/2021;77.8497;83.1687
21/02/2021;109.797;91.6468
22/02/2021;83.631;98.2957
23/02/2021;87.6843;107.446
24/02/2021;84.1801;112.992
25/02/2021;97.7435;122.601
26/02/2021;87.9225;126.917
27/02/2021;92.7454;131.722
28/02/2021;92.7549;137.219
01/03/2021;142.414;142.612
02/03/2021;127.003;147.849
03/03/2021;128.507;153.076
04/03/2021;128.536;158.205
05/03/2021;128.817;160.595
06/03/2021;156.61;162.423
07/03/2021;132.129;165.81
08/03/2021;137.842;166.844
09/03/2021;133.555;167.195
10/03/2021;129.305;169.218
11/03/2021;145.921;173.273
12/03/2021;137.482;171.676
13/03/2021;137.586;165.867
14/03/2021;139.441;174.276
15/03/2021;139.296;174.49
16/03/2021;138.314;166.231
17/03/2021;154.987;166.6
18/03/2021;144.415;160.68
19/03/2021;148.457;162.142
20/03/2021;140.81;148.014
21/03/2021;147.376;146.84
22/03/2021;141.054;142.106
23/03/2021;138.049;131.552
24/03/2021;133.515;130.808
25/03/2021;133.333;134.539
26/03/2021;129.806;122.697
27/03/2021;128.666;111.665
28/03/2021;127.603;98.9781
29/03/2021;126.895;101.517
30/03/2021;119.875;92.3676
31/03/2021;120.876;89.8035
01/04/2021;121.774;84.4673
02/04/2021;135.055;77.9935
03/04/2021;119.386;75.4579
04/04/2021;116.596;70.6902
05/04/2021;127.41;70.8035
06/04/2021;116.774;69.3634
07/04/2021;114.45;67.0703
08/04/2021;132.328;65.82
09/04/2021;117.739;64.6215
10/04/2021;113.103;62.9581
11/04/2021;110.473;61.3272
12/04/2021;111.836;60.178
13/04/2021;114.382;60.0387
14/04/2021;114.631;58.3801
15/04/2021;113.169;58.6732
16/04/2021;110.695;58.0534
17/04/2021;117.588;56.058
18/04/2021;109.56;53.7736
19/04/2021;117.108;53.181
20/04/2021;115.062;53.1225
21/04/2021;112.426;51.1904
22/04/2021;111.327;50.6
23/04/2021;109.709;51.0861
24/04/2021;110.148;51.6702
25/04/2021;113.972;52.2286
26/04/2021;110.762;51.1669
27/04/2021;116.911;49.6037
28/04/2021;109.958;48.834
29/04/2021;113.986;47.9954
30/04/2021;109.23;47.752
01/05/2021;103.209;47.6741
02/05/2021;101.771;46.9002
03/05/2021;100.185;45.7058
04/05/2021;97.3184;45.2281
05/05/2021;97.7255;44.2111
06/05/2021;95.4156;42.5814
07/05/2021;92.7393;41.0457
08/05/2021;93.8437;40.148
09/05/2021;91.09;38.3828
10/05/2021;90.2046;36.0722
11/05/2021;87.6951;34.0712
12/05/2021;87.7838;31.9493
13/05/2021;85.6508;32.4508
14/05/2021;85.7428;31.6992
15/05/2021;83.7321;30.0032
16/05/2021;82.5171;28.6548
17/05/2021;81.2769;26.9133
18/05/2021;80.2111;23.6027
19/05/2021;78.8974;22.7833
20/05/2021;77.3957;21.2849
21/05/2021;76.8632;20.6254
22/05/2021;75.232;17.6886
23/05/2021;75.2799;16.0618
24/05/2021;74.2989;16.8729
25/05/2021;73.4315;14.2453
26/05/2021;72.2077;11.4451
27/05/2021;69.6516;0
28/05/2021;69.0526;11.3965
29/05/2021;68.5009;11.2617
30/05/2021;65.5167;8.843
31/05/2021;61.7108;9.7294
01/06/2021;29.4734;7.83777
02/06/2021;28.9477;5.87226
03/06/2021;28.7987;5.29929
04/06/2021;28.6025;3.56863
05/06/2021;28.3703;2.94226
06/06/2021;27.7904;0
07/06/2021;27.7269;2.88525
08/06/2021;27.7323;5.21506
09/06/2021;27.4338;5.46087
10/06/2021;27.1336;3.78806
11/06/2021;26.9567;4.74227
12/06/2021;26.1694;0
13/06/2021;26.4456;0
14/06/2021;26.4078;1.80918
15/06/2021;25.1686;3.16492
16/06/2021;25.4776;1.01818
17/06/2021;25.4617;2.68603
18/06/2021;25.3196;3.02052
19/06/2021;24.4605;0
20/06/2021;24.9249;0
21/06/2021;23.9072;1.40935
22/06/2021;23.6569;2.42825
23/06/2021;24.217;2.59713
24/06/2021;22.709;0.900964
25/06/2021;23.3326;0.797758
26/06/2021;23.605;0
27/06/2021;22.3315;0
28/06/2021;22.9776;0
29/06/2021;23.0154;0
30/06/2021;22.712;0
