6,1,date ('2020-05-06 00:00:00'),['URUBU - 038','URUBU - 041','URUBU - 042','URUBU - 001','URUBU - 002','URUBU - 003','URUBU - 004','URUBU - 005','URUBU - 006','URUBU - 007','URUBU - 008','URUBU - 010','URUBU - 009','URUBU - 011','URUBU - 012','URUBU - 014','URUBU - 015','URUBU - 040','URUBU - 016','URUBU - 018','URUBU - 017','URUBU - 019','URUBU - 020','URUBU - 021','URUBU - 022','URUBU - 023','URUBU - 025','URUBU - 039','URUBU - 026','URUBU - 032','URUBU - 031','URUBU - 030','URUBU - 033','URUBU - 037','URUBU - 034','URUBU - 035','URUBU - 036']
6,0,date ('2020-05-06 00:00:00'),['URUBU - 038','URUBU - 041','URUBU - 042','URUBU - 001','URUBU - 002','URUBU - 003','URUBU - 004','URUBU - 005','URUBU - 006','URUBU - 007','URUBU - 008','URUBU - 010','URUBU - 009','URUBU - 011','URUBU - 012','URUBU - 014','URUBU - 015','URUBU - 040','URUBU - 016','URUBU - 018','URUBU - 017','URUBU - 019','URUBU - 020','URUBU - 021','URUBU - 022','URUBU - 023','URUBU - 025','URUBU - 039','URUBU - 026','URUBU - 032','URUBU - 031','URUBU - 030','URUBU - 033','URUBU - 037','URUBU - 034','URUBU - 035','URUBU - 036']
7,1,date ('2020-05-07 00:00:00'),['URUBU - 038','URUBU - 041','URUBU - 042','URUBU - 001','URUBU - 002','URUBU - 003','URUBU - 004','URUBU - 005','URUBU - 006','URUBU - 007','URUBU - 008','URUBU - 010','URUBU - 009','URUBU - 011','URUBU - 012','URUBU - 014','URUBU - 015','URUBU - 040','URUBU - 016','URUBU - 018','URUBU - 017','URUBU - 019','URUBU - 020','URUBU - 021','URUBU - 022','URUBU - 023','URUBU - 025','URUBU - 039','URUBU - 026','URUBU - 032','URUBU - 031','URUBU - 030','URUBU - 033','URUBU - 037','URUBU - 034','URUBU - 035','URUBU - 036']
7,0,date ('2020-05-07 00:00:00'),['URUBU - 038','URUBU - 041','URUBU - 042','URUBU - 001','URUBU - 002','URUBU - 003','URUBU - 004','URUBU - 005','URUBU - 006','URUBU - 007','URUBU - 008','URUBU - 010','URUBU - 009','URUBU - 011','URUBU - 012','URUBU - 014','URUBU - 015','URUBU - 040','URUBU - 016','URUBU - 018','URUBU - 017','URUBU - 019','URUBU - 020','URUBU - 021','URUBU - 022','URUBU - 023','URUBU - 025','URUBU - 039','URUBU - 026','URUBU - 032','URUBU - 031','URUBU - 030','URUBU - 033','URUBU - 037','URUBU - 034','URUBU - 035','URUBU - 036']
8,0,date ('2020-05-08 00:00:00'),['URUBU - 038','URUBU - 041','URUBU - 042','URUBU - 001','URUBU - 002','URUBU - 003','URUBU - 004','URUBU - 005','URUBU - 006','URUBU - 007','URUBU - 008','URUBU - 010','URUBU - 009','URUBU - 011','URUBU - 012','URUBU - 014','URUBU - 015','URUBU - 040','URUBU - 016','URUBU - 018','URUBU - 017','URUBU - 019','URUBU - 020','URUBU - 021','URUBU - 022','URUBU - 023','URUBU - 025','URUBU - 039','URUBU - 026','URUBU - 032','URUBU - 031','URUBU - 030','URUBU - 033','URUBU - 037','URUBU - 034','URUBU - 035','URUBU - 036']
8,1,date ('2020-05-08 00:00:00'),['URUBU - 038','URUBU - 041','URUBU - 042','URUBU - 001','URUBU - 002','URUBU - 003','URUBU - 004','URUBU - 005','URUBU - 006','URUBU - 007','URUBU - 008','URUBU - 010','URUBU - 009','URUBU - 011','URUBU - 012','URUBU - 014','URUBU - 015','URUBU - 040','URUBU - 016','URUBU - 018','URUBU - 017','URUBU - 019','URUBU - 020','URUBU - 021','URUBU - 022','URUBU - 023','URUBU - 025','URUBU - 039','URUBU - 026','URUBU - 032','URUBU - 031','URUBU - 030','URUBU - 033','URUBU - 037','URUBU - 034','URUBU - 035','URUBU - 036']
9,1,date ('2020-05-09 00:00:00'),['URUBU - 038','URUBU - 041','URUBU - 042','URUBU - 001','URUBU - 002','URUBU - 003','URUBU - 004','URUBU - 005','URUBU - 006','URUBU - 007','URUBU - 008','URUBU - 010','URUBU - 009','URUBU - 011','URUBU - 012','URUBU - 014','URUBU - 015','URUBU - 040','URUBU - 016','URUBU - 018','URUBU - 017','URUBU - 019','URUBU - 020','URUBU - 021','URUBU - 022','URUBU - 023','URUBU - 025','URUBU - 039','URUBU - 026','URUBU - 032','URUBU - 031','URUBU - 030','URUBU - 033','URUBU - 037','URUBU - 034','URUBU - 035','URUBU - 036']
9,0,date ('2020-05-09 00:00:00'),['URUBU - 038','URUBU - 041','URUBU - 042','URUBU - 001','URUBU - 002','URUBU - 003','URUBU - 004','URUBU - 005','URUBU - 006','URUBU - 007','URUBU - 008','URUBU - 010','URUBU - 009','URUBU - 011','URUBU - 012','URUBU - 014','URUBU - 015','URUBU - 040','URUBU - 016','URUBU - 018','URUBU - 017','URUBU - 019','URUBU - 020','URUBU - 021','URUBU - 022','URUBU - 023','URUBU - 025','URUBU - 039','URUBU - 026','URUBU - 032','URUBU - 031','URUBU - 030','URUBU - 033','URUBU - 037','URUBU - 034','URUBU - 035','URUBU - 036']
10,0,date ('2020-05-10 00:00:00'),['URUBU - 038','URUBU - 041','URUBU - 042','URUBU - 001','URUBU - 002','URUBU - 003','URUBU - 004','URUBU - 005','URUBU - 006','URUBU - 007','URUBU - 008','URUBU - 010','URUBU - 009','URUBU - 011','URUBU - 012','URUBU - 014','URUBU - 015','URUBU - 040','URUBU - 016','URUBU - 018','URUBU - 017','URUBU - 019','URUBU - 020','URUBU - 021','URUBU - 022','URUBU - 023','URUBU - 025','URUBU - 039','URUBU - 026','URUBU - 032','URUBU - 031','URUBU - 030','URUBU - 033','URUBU - 037','URUBU - 034','URUBU - 035','URUBU - 036']
10,1,date ('2020-05-10 00:00:00'),['URUBU - 038','URUBU - 041','URUBU - 042','URUBU - 001','URUBU - 002','URUBU - 003','URUBU - 004','URUBU - 005','URUBU - 006','URUBU - 007','URUBU - 008','URUBU - 010','URUBU - 009','URUBU - 011','URUBU - 012','URUBU - 014','URUBU - 015','URUBU - 040','URUBU - 016','URUBU - 018','URUBU - 017','URUBU - 019','URUBU - 020','URUBU - 021','URUBU - 022','URUBU - 023','URUBU - 025','URUBU - 039','URUBU - 026','URUBU - 032','URUBU - 031','URUBU - 030','URUBU - 033','URUBU - 037','URUBU - 034','URUBU - 035','URUBU - 036']
11,1,date ('2020-05-11 00:00:00'),['URUBU - 038','URUBU - 041','URUBU - 042','URUBU - 001','URUBU - 002','URUBU - 003','URUBU - 004','URUBU - 005','URUBU - 006','URUBU - 007','URUBU - 008','URUBU - 010','URUBU - 009','URUBU - 011','URUBU - 012','URUBU - 014','URUBU - 015','URUBU - 040','URUBU - 016','URUBU - 018','URUBU - 017','URUBU - 019','URUBU - 020','URUBU - 021','URUBU - 022','URUBU - 023','URUBU - 025','URUBU - 039','URUBU - 026','URUBU - 032','URUBU - 031','URUBU - 030','URUBU - 033','URUBU - 037','URUBU - 034','URUBU - 035','URUBU - 036']
11,0,date ('2020-05-11 00:00:00'),['URUBU - 038','URUBU - 041','URUBU - 042','URUBU - 001','URUBU - 002','URUBU - 003','URUBU - 004','URUBU - 005','URUBU - 006','URUBU - 007','URUBU - 008','URUBU - 010','URUBU - 009','URUBU - 011','URUBU - 012','URUBU - 014','URUBU - 015','URUBU - 040','URUBU - 016','URUBU - 018','URUBU - 017','URUBU - 019','URUBU - 020','URUBU - 021','URUBU - 022','URUBU - 023','URUBU - 025','URUBU - 039','URUBU - 026','URUBU - 032','URUBU - 031','URUBU - 030','URUBU - 033','URUBU - 037','URUBU - 034','URUBU - 035','URUBU - 036']
12,0,date ('2020-05-12 00:00:00'),['URUBU - 038','URUBU - 041','URUBU - 042','URUBU - 001','URUBU - 002','URUBU - 003','URUBU - 004','URUBU - 005','URUBU - 006','URUBU - 007','URUBU - 008','URUBU - 010','URUBU - 009','URUBU - 011','URUBU - 012','URUBU - 014','URUBU - 015','URUBU - 040','URUBU - 016','URUBU - 018','URUBU - 017','URUBU - 019','URUBU - 020','URUBU - 021','URUBU - 022','URUBU - 023','URUBU - 025','URUBU - 039','URUBU - 026','URUBU - 032','URUBU - 031','URUBU - 030','URUBU - 033','URUBU - 037','URUBU - 034','URUBU - 035','URUBU - 036']
12,1,date ('2020-05-12 00:00:00'),['URUBU - 038','URUBU - 041','URUBU - 042','URUBU - 001','URUBU - 002','URUBU - 003','URUBU - 004','URUBU - 005','URUBU - 006','URUBU - 007','URUBU - 008','URUBU - 010','URUBU - 009','URUBU - 011','URUBU - 012','URUBU - 014','URUBU - 015','URUBU - 040','URUBU - 016','URUBU - 018','URUBU - 017','URUBU - 019','URUBU - 020','URUBU - 021','URUBU - 022','URUBU - 023','URUBU - 025','URUBU - 039','URUBU - 026','URUBU - 032','URUBU - 031','URUBU - 030','URUBU - 033','URUBU - 037','URUBU - 034','URUBU - 035','URUBU - 036']
13,0,date ('2020-05-13 00:00:00'),['URUBU - 038','URUBU - 041','URUBU - 042','URUBU - 001','URUBU - 002','URUBU - 003','URUBU - 004','URUBU - 005','URUBU - 006','URUBU - 007','URUBU - 008','URUBU - 010','URUBU - 009','URUBU - 011','URUBU - 012','URUBU - 014','URUBU - 015','URUBU - 040','URUBU - 016','URUBU - 018','URUBU - 017','URUBU - 019','URUBU - 020','URUBU - 021','URUBU - 022','URUBU - 023','URUBU - 025','URUBU - 039','URUBU - 026','URUBU - 032','URUBU - 031','URUBU - 030','URUBU - 033','URUBU - 037','URUBU - 034','URUBU - 035','URUBU - 036']
13,1,date ('2020-05-13 00:00:00'),['URUBU - 038','URUBU - 041','URUBU - 042','URUBU - 001','URUBU - 002','URUBU - 003','URUBU - 004','URUBU - 005','URUBU - 006','URUBU - 007','URUBU - 008','URUBU - 010','URUBU - 009','URUBU - 011','URUBU - 012','URUBU - 014','URUBU - 015','URUBU - 040','URUBU - 016','URUBU - 018','URUBU - 017','URUBU - 019','URUBU - 020','URUBU - 021','URUBU - 022','URUBU - 023','URUBU - 025','URUBU - 039','URUBU - 026','URUBU - 032','URUBU - 031','URUBU - 030','URUBU - 033','URUBU - 037','URUBU - 034','URUBU - 035','URUBU - 036']
14,0,date ('2020-05-14 00:00:00'),['URUBU - 038','URUBU - 041','URUBU - 042','URUBU - 001','URUBU - 002','URUBU - 003','URUBU - 004','URUBU - 005','URUBU - 006','URUBU - 007','URUBU - 008','URUBU - 010','URUBU - 009','URUBU - 011','URUBU - 012','URUBU - 014','URUBU - 015','URUBU - 040','URUBU - 016','URUBU - 018','URUBU - 017','URUBU - 019','URUBU - 020','URUBU - 021','URUBU - 022','URUBU - 023','URUBU - 025','URUBU - 039','URUBU - 026','URUBU - 032','URUBU - 031','URUBU - 030','URUBU - 033','URUBU - 037','URUBU - 034','URUBU - 035','URUBU - 036']
14,1,date ('2020-05-14 00:00:00'),['URUBU - 038','URUBU - 041','URUBU - 042','URUBU - 001','URUBU - 002','URUBU - 003','URUBU - 004','URUBU - 005','URUBU - 006','URUBU - 007','URUBU - 008','URUBU - 010','URUBU - 009','URUBU - 011','URUBU - 012','URUBU - 014','URUBU - 015','URUBU - 040','URUBU - 016','URUBU - 018','URUBU - 017','URUBU - 019','URUBU - 020','URUBU - 021','URUBU - 022','URUBU - 023','URUBU - 025','URUBU - 039','URUBU - 026','URUBU - 032','URUBU - 031','URUBU - 030','URUBU - 033','URUBU - 037','URUBU - 034','URUBU - 035','URUBU - 036']
15,1,date ('2020-05-15 00:00:00'),['URUBU - 038','URUBU - 041','URUBU - 042','URUBU - 001','URUBU - 002','URUBU - 003','URUBU - 004','URUBU - 005','URUBU - 006','URUBU - 007','URUBU - 008','URUBU - 010','URUBU - 009','URUBU - 011','URUBU - 012','URUBU - 014','URUBU - 015','URUBU - 040','URUBU - 016','URUBU - 018','URUBU - 017','URUBU - 019','URUBU - 020','URUBU - 021','URUBU - 022','URUBU - 023','URUBU - 025','URUBU - 039','URUBU - 026','URUBU - 032','URUBU - 031','URUBU - 030','URUBU - 033','URUBU - 037','URUBU - 034','URUBU - 035','URUBU - 036']
15,0,date ('2020-05-15 00:00:00'),['URUBU - 038','URUBU - 041','URUBU - 042','URUBU - 001','URUBU - 002','URUBU - 003','URUBU - 004','URUBU - 005','URUBU - 006','URUBU - 007','URUBU - 008','URUBU - 010','URUBU - 009','URUBU - 011','URUBU - 012','URUBU - 014','URUBU - 015','URUBU - 040','URUBU - 016','URUBU - 018','URUBU - 017','URUBU - 019','URUBU - 020','URUBU - 021','URUBU - 022','URUBU - 023','URUBU - 025','URUBU - 039','URUBU - 026','URUBU - 032','URUBU - 031','URUBU - 030','URUBU - 033','URUBU - 037','URUBU - 034','URUBU - 035','URUBU - 036']
16,0,date ('2020-05-16 00:00:00'),['URUBU - 038','URUBU - 041','URUBU - 042','URUBU - 001','URUBU - 002','URUBU - 003','URUBU - 004','URUBU - 005','URUBU - 006','URUBU - 007','URUBU - 008','URUBU - 010','URUBU - 009','URUBU - 011','URUBU - 012','URUBU - 014','URUBU - 015','URUBU - 040','URUBU - 016','URUBU - 018','URUBU - 017','URUBU - 019','URUBU - 020','URUBU - 021','URUBU - 022','URUBU - 023','URUBU - 025','URUBU - 039','URUBU - 026','URUBU - 032','URUBU - 031','URUBU - 030','URUBU - 033','URUBU - 037','URUBU - 034','URUBU - 035','URUBU - 036']
16,1,date ('2020-05-16 00:00:00'),['URUBU - 038','URUBU - 041','URUBU - 042','URUBU - 001','URUBU - 002','URUBU - 003','URUBU - 004','URUBU - 005','URUBU - 006','URUBU - 007','URUBU - 008','URUBU - 010','URUBU - 009','URUBU - 011','URUBU - 012','URUBU - 014','URUBU - 015','URUBU - 040','URUBU - 016','URUBU - 018','URUBU - 017','URUBU - 019','URUBU - 020','URUBU - 021','URUBU - 022','URUBU - 023','URUBU - 025','URUBU - 039','URUBU - 026','URUBU - 032','URUBU - 031','URUBU - 030','URUBU - 033','URUBU - 037','URUBU - 034','URUBU - 035','URUBU - 036']
17,0,date ('2020-05-17 00:00:00'),['URUBU - 038','URUBU - 041','URUBU - 042','URUBU - 001','URUBU - 002','URUBU - 003','URUBU - 004','URUBU - 005','URUBU - 006','URUBU - 007','URUBU - 008','URUBU - 010','URUBU - 009','URUBU - 011','URUBU - 012','URUBU - 014','URUBU - 015','URUBU - 040','URUBU - 016','URUBU - 018','URUBU - 017','URUBU - 019','URUBU - 020','URUBU - 021','URUBU - 022','URUBU - 023','URUBU - 025','URUBU - 039','URUBU - 026','URUBU - 032','URUBU - 031','URUBU - 030','URUBU - 033','URUBU - 037','URUBU - 034','URUBU - 035','URUBU - 036']
17,1,date ('2020-05-17 00:00:00'),['URUBU - 038','URUBU - 041','URUBU - 042','URUBU - 001','URUBU - 002','URUBU - 003','URUBU - 004','URUBU - 005','URUBU - 006','URUBU - 007','URUBU - 008','URUBU - 010','URUBU - 009','URUBU - 011','URUBU - 012','URUBU - 014','URUBU - 015','URUBU - 040','URUBU - 016','URUBU - 018','URUBU - 017','URUBU - 019','URUBU - 020','URUBU - 021','URUBU - 022','URUBU - 023','URUBU - 025','URUBU - 039','URUBU - 026','URUBU - 032','URUBU - 031','URUBU - 030','URUBU - 033','URUBU - 037','URUBU - 034','URUBU - 035','URUBU - 036']
18,1,date ('2020-05-18 00:00:00'),['URUBU - 038','URUBU - 041','URUBU - 042','URUBU - 001','URUBU - 002','URUBU - 003','URUBU - 004','URUBU - 005','URUBU - 006','URUBU - 007','URUBU - 008','URUBU - 010','URUBU - 009','URUBU - 011','URUBU - 012','URUBU - 014','URUBU - 015','URUBU - 040','URUBU - 016','URUBU - 018','URUBU - 017','URUBU - 019','URUBU - 020','URUBU - 021','URUBU - 022','URUBU - 023','URUBU - 025','URUBU - 039','URUBU - 026','URUBU - 032','URUBU - 031','URUBU - 030','URUBU - 033','URUBU - 037','URUBU - 034','URUBU - 035','URUBU - 036']
18,0,date ('2020-05-18 00:00:00'),['URUBU - 038','URUBU - 041','URUBU - 042','URUBU - 001','URUBU - 002','URUBU - 003','URUBU - 004','URUBU - 005','URUBU - 006','URUBU - 007','URUBU - 008','URUBU - 010','URUBU - 009','URUBU - 011','URUBU - 012','URUBU - 014','URUBU - 015','URUBU - 040','URUBU - 016','URUBU - 018','URUBU - 017','URUBU - 019','URUBU - 020','URUBU - 021','URUBU - 022','URUBU - 023','URUBU - 025','URUBU - 039','URUBU - 026','URUBU - 032','URUBU - 031','URUBU - 030','URUBU - 033','URUBU - 037','URUBU - 034','URUBU - 035','URUBU - 036']
19,0,date ('2020-05-19 00:00:00'),['URUBU - 038','URUBU - 041','URUBU - 042','URUBU - 001','URUBU - 002','URUBU - 003','URUBU - 004','URUBU - 005','URUBU - 006','URUBU - 007','URUBU - 008','URUBU - 010','URUBU - 009','URUBU - 011','URUBU - 012','URUBU - 014','URUBU - 015','URUBU - 040','URUBU - 016','URUBU - 018','URUBU - 017','URUBU - 019','URUBU - 020','URUBU - 021','URUBU - 022','URUBU - 023','URUBU - 025','URUBU - 039','URUBU - 026','URUBU - 032','URUBU - 031','URUBU - 030','URUBU - 033','URUBU - 037','URUBU - 034','URUBU - 035','URUBU - 036']
19,1,date ('2020-05-19 00:00:00'),['URUBU - 038','URUBU - 041','URUBU - 042','URUBU - 001','URUBU - 002','URUBU - 003','URUBU - 004','URUBU - 005','URUBU - 006','URUBU - 007','URUBU - 008','URUBU - 010','URUBU - 009','URUBU - 011','URUBU - 012','URUBU - 014','URUBU - 015','URUBU - 040','URUBU - 016','URUBU - 018','URUBU - 017','URUBU - 019','URUBU - 020','URUBU - 021','URUBU - 022','URUBU - 023','URUBU - 025','URUBU - 039','URUBU - 026','URUBU - 032','URUBU - 031','URUBU - 030','URUBU - 033','URUBU - 037','URUBU - 034','URUBU - 035','URUBU - 036']
20,1,date ('2020-05-20 00:00:00'),['URUBU - 038','URUBU - 041','URUBU - 042','URUBU - 001','URUBU - 002','URUBU - 003','URUBU - 004','URUBU - 005','URUBU - 006','URUBU - 007','URUBU - 008','URUBU - 010','URUBU - 009','URUBU - 011','URUBU - 012','URUBU - 014','URUBU - 015','URUBU - 040','URUBU - 016','URUBU - 018','URUBU - 017','URUBU - 019','URUBU - 020','URUBU - 021','URUBU - 022','URUBU - 023','URUBU - 025','URUBU - 039','URUBU - 026','URUBU - 032','URUBU - 031','URUBU - 030','URUBU - 033','URUBU - 037','URUBU - 034','URUBU - 035','URUBU - 036']
20,0,date ('2020-05-20 00:00:00'),['URUBU - 038','URUBU - 041','URUBU - 042','URUBU - 001','URUBU - 002','URUBU - 003','URUBU - 004','URUBU - 005','URUBU - 006','URUBU - 007','URUBU - 008','URUBU - 010','URUBU - 009','URUBU - 011','URUBU - 012','URUBU - 014','URUBU - 015','URUBU - 040','URUBU - 016','URUBU - 018','URUBU - 017','URUBU - 019','URUBU - 020','URUBU - 021','URUBU - 022','URUBU - 023','URUBU - 025','URUBU - 039','URUBU - 026','URUBU - 032','URUBU - 031','URUBU - 030','URUBU - 033','URUBU - 037','URUBU - 034','URUBU - 035','URUBU - 036']
21,1,date ('2020-05-21 00:00:00'),['URUBU - 038','URUBU - 041','URUBU - 042','URUBU - 001','URUBU - 002','URUBU - 003','URUBU - 004','URUBU - 005','URUBU - 006','URUBU - 007','URUBU - 008','URUBU - 010','URUBU - 009','URUBU - 011','URUBU - 012','URUBU - 014','URUBU - 015','URUBU - 040','URUBU - 016','URUBU - 018','URUBU - 017','URUBU - 019','URUBU - 020','URUBU - 021','URUBU - 022','URUBU - 023','URUBU - 025','URUBU - 039','URUBU - 026','URUBU - 032','URUBU - 031','URUBU - 030','URUBU - 033','URUBU - 037','URUBU - 034','URUBU - 035','URUBU - 036']
21,0,date ('2020-05-21 00:00:00'),['URUBU - 038','URUBU - 041','URUBU - 042','URUBU - 001','URUBU - 002','URUBU - 003','URUBU - 004','URUBU - 005','URUBU - 006','URUBU - 007','URUBU - 008','URUBU - 010','URUBU - 009','URUBU - 011','URUBU - 012','URUBU - 014','URUBU - 015','URUBU - 040','URUBU - 016','URUBU - 018','URUBU - 017','URUBU - 019','URUBU - 020','URUBU - 021','URUBU - 022','URUBU - 023','URUBU - 025','URUBU - 039','URUBU - 026','URUBU - 032','URUBU - 031','URUBU - 030','URUBU - 033','URUBU - 037','URUBU - 034','URUBU - 035','URUBU - 036']
22,1,date ('2020-05-22 00:00:00'),['URUBU - 038','URUBU - 041','URUBU - 042','URUBU - 001','URUBU - 002','URUBU - 003','URUBU - 004','URUBU - 005','URUBU - 006','URUBU - 007','URUBU - 008','URUBU - 010','URUBU - 009','URUBU - 011','URUBU - 012','URUBU - 014','URUBU - 015','URUBU - 040','URUBU - 016','URUBU - 018','URUBU - 017','URUBU - 019','URUBU - 020','URUBU - 021','URUBU - 022','URUBU - 023','URUBU - 025','URUBU - 039','URUBU - 026','URUBU - 032','URUBU - 031','URUBU - 030','URUBU - 033','URUBU - 037','URUBU - 034','URUBU - 035','URUBU - 036']
